"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","Y_train"
0.833484850823879,0.657578160054982,-0.872020252980292,-0.410474138334394,0.834945478476584,0.783245445694774,-0.636510447133332,0.21112715266645,-0.0822668401524425,-0.501261233352125,-0.496085521299392,0.675006646197289,-0.537612051703036,0.843110989779234,-0.7980608898215,-0.645823687780648,-0.243023047689348,0.252972660586238,0.448123615700752,0.663102274760604,-0.0306000435900952
0.435769631527364,-0.744585831649601,0.390066482126713,0.39757595025003,-0.107532324735075,-0.107753866817802,-0.0724506974220276,-0.336854392196983,-0.552235591690987,-0.245896958746016,0.0930033545009792,-0.122295080218464,-0.956331615336239,0.58774087857455,0.423969989642501,0.907459226902574,-0.653841323684901,-0.959397153928876,0.500347811728716,0.50886492151767,-8.58769852368992
-0.27793683949858,-0.906348197255284,0.0275764279067516,-0.156728950329125,0.496707571204752,-0.459658296778798,-0.17327031865716,-0.0828002444468439,0.772195606958121,-0.0972653813660145,-0.0673797153867781,0.0765601308085024,-0.218369690235704,-0.509731803555042,0.308708272408694,-0.0262578423134983,0.91211239201948,0.525707846973091,-0.124659106135368,0.162609353661537,-1.85779332601509
0.867310585919768,-0.0706579638645053,0.837234098464251,0.57264546956867,-0.60359144769609,-0.415504469536245,-0.421129154041409,0.286886851768941,0.403254554606974,-0.588590420316905,-0.80537406494841,-0.277899515349418,-0.781900097150356,0.502901586238295,-0.839775700122118,0.486574430018663,-0.730177371762693,0.926379213575274,0.0974294459447265,0.92171806935221,3.18255855663483
-0.556375922635198,-0.397270418237895,0.359522188547999,-0.105474011506885,-0.0568279582075775,0.54898865846917,-0.732570146676153,-0.51489064283669,0.452894877642393,-0.192519915290177,-0.72826140280813,-0.999091126490384,-0.764828103128821,-0.170091446954757,-0.0435467585921288,-0.429126453585923,-0.75107329711318,-0.0766668207943439,0.165415163617581,-0.356806129217148,3.60871131274954
0.229943704791367,0.643516466487199,-0.865046155173331,0.281638122629374,0.141406702809036,0.15118448343128,0.0105654424987733,-0.664553616195917,0.825953115709126,-0.340945796109736,0.494595690630376,-0.830034466926008,0.750503492541611,0.532788441516459,-0.988165505230427,0.926559743471444,0.0821576016023755,0.527813616674393,0.95001237327233,0.238517221063375,5.20771740900099
0.939053315669298,-0.307604036759585,0.00292356545105577,0.548928283620626,0.522945837117732,-0.514438544865698,-0.598949559498578,0.0916146915405989,0.237873694393784,-0.445913462433964,0.331346899271011,-0.804637959226966,-0.672074142843485,0.766938326414675,0.757203817833215,-0.650778003036976,-0.685846852138638,-0.974578661378473,0.965376527048647,-0.26362669095397,-1.20081142829729
-0.899623804725707,-0.127332176081836,0.901004665065557,-0.281118020415306,-0.287541440688074,0.547150275204331,-0.34696895442903,0.605242004618049,-0.0391550636850297,-0.540526765864342,-0.569619359448552,-0.516096998006105,0.568729208316654,0.623930579051375,0.345264009665698,-0.520931553095579,-0.520382373128086,0.432158364448696,0.99648754298687,0.404320640489459,-25.3731906831535
-0.720018403604627,-0.10730158817023,0.257717152126133,-0.896047472488135,0.750778538174927,0.299518632702529,-0.0447631780989468,0.140710418578237,0.457704733591527,0.936948747839779,0.101268279366195,-0.643162012565881,-0.0774327064864337,-0.536714695394039,-0.42585409944877,-0.699831751175225,-0.18091973522678,0.642172703519464,-0.689571243245155,-0.0771037451922894,7.31233301082908
0.0300819808617234,0.400573958642781,-0.984112007077783,0.45149350585416,-0.774910116102546,-0.729108095634729,-0.351220632903278,-0.489132785703987,-0.198057329747826,0.820930255111307,0.34817995224148,-0.399632428307086,-0.580653083045036,0.122443306725472,0.474280470516533,0.285423497203737,0.0338205103762448,-0.0374057898297906,0.103961807209998,0.151197857689112,-13.3438023484213
