"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","Y_train"
-0.573018979281187,0.25473345676437,0.0269280024804175,-0.57394133368507,0.17660377221182,0.247859844006598,0.236417032778263,-0.602693373803049,0.377581067383289,0.453076991252601,-0.419027828611434,0.912371232639998,-0.585777165368199,0.494582927785814,-0.90753811551258,-0.346414307132363,-0.240547283086926,0.275341283995658,0.183990241959691,-0.523692701943219,-0.428410936146975,0.47404026100412,0.00178101472556591,-0.680978799238801,0.298017180059105,-0.651166144292802,-0.63413117825985,0.353376254905015,0.303347430191934,0.856545131653547,5.0427250804531
0.94245669990778,-0.864361793268472,-0.524446289986372,-0.808670310303569,-0.298432619776577,-0.307935403194278,-0.817441195715219,-0.302171928342432,0.207108772359788,0.631129133980721,-0.845224753953516,-0.693978048395365,0.0645420667715371,0.0991841745562851,0.296894574072212,0.481327150017023,0.243975051213056,0.752434547059238,-0.80204548407346,0.864406823180616,0.00327859912067652,-0.516415948048234,-0.555981490761042,0.845616025384516,-0.873985175509006,-0.261080502066761,0.31938360678032,-0.368095397949219,-0.385036761406809,0.866278547327965,-3.8909895114636
0.156374001409858,0.436376764439046,-0.1251449319534,0.0801128949970007,-0.974883246701211,-0.575511448085308,-0.510136690922081,0.747980371583253,-0.347419180441648,-0.857447725255042,0.466242599766701,0.833399875555187,-0.839867548085749,0.200534777250141,-0.434280368499458,0.0330881462432444,0.540636382531375,0.851190725807101,-0.943122852127999,-0.328327269759029,-0.466352451592684,-0.137090544681996,-0.108444303739816,0.159869705326855,0.338967494200915,-0.299897626042366,0.0370360133238137,-0.204613495152444,-0.0532908425666392,-0.389906840864569,-8.8288774752364
-0.715840041171759,0.0127356690354645,-0.437985017430037,-0.73081477638334,-0.585903701838106,-0.25256660906598,0.254241384100169,-0.796392441727221,-0.329789078328758,0.365775631275028,-0.163780316710472,0.767457568552345,0.544147783424705,-0.827204363420606,-0.28886298276484,0.528032378293574,-0.407397232949734,0.743305419106036,-0.890426435507834,0.481057214085013,-0.43233828432858,0.765178682748228,-0.897280931472778,-0.412225135136396,-0.963206930551678,0.317023232579231,0.929039107169956,0.632118828594685,-0.468176477123052,0.961878382135183,-4.40648572332909
0.683513571042567,0.392661971505731,0.143060354050249,0.144545353017747,-0.0448251026682556,0.373378901276737,-0.617370558902621,0.590058448258787,-0.660404186695814,-0.508329923730344,0.956946649588645,-0.980327784549445,-0.509466452524066,0.235903621651232,-0.815563874784857,-0.937350212130696,-0.620706385932863,0.768172977026552,-0.694420858751982,0.309344558510929,0.384579779114574,-0.0488316928967834,-0.803941951598972,-0.87380249472335,-0.546156834810972,-0.40289422031492,-0.434070375747979,0.0690683610737324,0.225897825323045,0.547699259128422,-3.50244398481857
0.924066027160734,0.509586980566382,-0.96375970961526,-0.334818372037262,-0.0269353608600795,-0.52878996450454,0.583412929903716,-0.451652586460114,-0.526657470967621,-0.622162400744855,-0.0102145737037063,0.1242157057859,-0.0487827518954873,0.29805692890659,0.519512212369591,-0.699408081360161,0.267268565949053,0.745067407377064,0.00348313525319099,0.0938255474902689,0.145905376877636,0.977918349206448,-0.533859336283058,0.366715504787862,-0.306604787241668,-0.979388719890267,-0.179300071671605,-0.0575263276696205,-0.228901782538742,0.586688244249672,-2.5670956303292
0.802541201002896,0.844789214897901,0.0120159736834466,-0.806892150547355,0.948427356313914,0.869821851141751,0.752828596625477,-0.981568569783121,0.0680730645544827,0.406064688228071,0.420690299011767,-0.203540805261582,-0.831802262924612,0.871363256592304,-0.0266710822470486,-0.403381664305925,0.569768017157912,-0.290741408243775,-0.0917043345980346,-0.658727316185832,-0.397604878991842,-0.496369706001133,0.825602301862091,0.367340466473252,0.979731355328113,-0.844182875938714,0.321379681583494,-0.972077399026603,0.976666507311165,0.931631611194462,-8.35400732711257
0.0438461382873356,0.224644511006773,0.276893527712673,-0.0724667995236814,-0.438809644430876,0.155688874889165,-0.744793583173305,-0.0154087692499161,-0.0935823344625533,0.809096738696098,-0.131511230021715,-0.933681894559413,-0.124830793123692,-0.972545255441219,-0.949910707306117,0.820937609765679,0.619484479073435,0.456729215569794,-0.768433450721204,0.807260399218649,0.484649920836091,-0.696316258981824,0.969558779150248,-0.65600862680003,-0.484892791137099,0.264586860779673,0.133841035887599,-0.157209251541644,0.678365292027593,0.0644797394052148,-4.59415783707439
0.63493361370638,0.571537867188454,-0.835766751784831,-0.796049940865487,-0.0324699776247144,-0.736151833552867,0.16802480770275,-0.0760854207910597,-0.02310672076419,0.549697587732226,-0.00456116441637278,-0.796142452862114,-0.844280891586095,0.141580543015152,0.261977089103311,0.692371285986155,0.707889256998897,-0.668492183089256,-0.730820029973984,0.405000640079379,0.0758697339333594,0.668465547729284,-0.196165537461638,0.166374971624464,0.651336264330894,0.0818637800402939,0.931843200698495,-0.623972854577005,0.277152560185641,-0.0166294337250292,-1.36065353238389
0.336582717485726,-0.597184319514781,-0.890579076949507,0.612189111299813,0.245196353644133,-0.753845628350973,-0.477426540572196,0.270388596691191,-0.804982405155897,0.209318773355335,0.475131723098457,0.598538256715983,0.101491867564619,0.0659755184315145,0.946892882697284,-0.413908808492124,-0.79952658014372,-0.503498231992126,0.40577807277441,0.210394106805325,0.409023546613753,0.275300081353635,0.0963242668658495,-0.841910509392619,-0.904447560198605,-0.892124492209405,0.452446515671909,-0.11114709218964,0.3558757645078,-0.410483384504914,6.25272282112553
