"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","Y_train"
-0.728239525109529,0.556054585147649,0.723284439183772,-0.18124274816364,-0.906803703401238,0.151690374594182,-0.0686083436012268,0.934027884155512,-0.931011667475104,0.558431174606085,-2.22373288762271
-0.970588385127485,0.321407025214285,-0.528416723944247,-0.0552507094107568,-0.969924357719719,-0.0586886988021433,0.557210708968341,0.778034286573529,0.872490078210831,0.829248289112002,2.31978226201661
-0.551775270607322,-0.350909168366343,0.601342785637826,0.205835666973144,0.885648374445736,-0.0429938994348049,0.270471984520555,0.815630971454084,0.737832107581198,-0.564274056814611,-14.4080816367257
0.137159157544374,0.787083008792251,0.738317070994526,-0.934875010978431,-0.171548065729439,0.733883117325604,-0.0322690652683377,-0.365364823956043,0.378220367245376,-0.884104925207794,-3.15993738079856
-0.264960162341595,-0.865993746556342,0.642185817472637,-0.831733385566622,-0.213577021379024,-0.497652851976454,-0.57041051145643,0.0585865424945951,-0.780230601318181,0.614839527290314,-13.6372627985918
0.419734633062035,0.000199984759092331,-0.0990406768396497,0.513616581913084,-0.647448951378465,0.975159011781216,0.680015691556036,-0.109666095115244,-0.716285176575184,0.728993954136968,3.49452176523939
0.946971007157117,-0.911953289527446,-0.214478656183928,0.290829649195075,-0.965266651939601,0.377867600880563,-0.569932895712554,0.144508722238243,0.709553430788219,0.921130704693496,2.36093293604583
0.406696450896561,-0.879887225106359,0.783079734072089,-0.835552962496877,-0.767479453235865,-0.0980663108639419,0.0378174735233188,-0.0238810274749994,-0.319579948205501,0.418506525922567,-5.51723019739396
0.791425246745348,0.252972139976919,0.47391148423776,-0.962681318633258,0.501851812005043,-0.291800494771451,0.0540548176504672,-0.229126765392721,0.43644718080759,-0.489727721083909,-6.29574521948865
0.801450924016535,0.83402125351131,-0.997940503526479,0.308553883805871,-0.550824534147978,0.442774877417833,-0.398796149995178,0.338424807414412,0.757047827821225,0.307638131082058,-3.03026324943356
-0.912501646205783,0.0913362707942724,0.337749155703932,-0.240604483522475,-0.795006196480244,0.138396979309618,-0.125573771074414,-0.497167279943824,-0.613372880965471,-0.4676154400222,0.948200078770061
0.89017869438976,0.930061550810933,0.073213663417846,0.721272819209844,0.279815343674272,-0.511772421188653,0.598472845740616,0.466551227495074,-0.0705047645606101,0.834027240984142,1.20901954630286
0.52075329888612,-0.990991929080337,-0.722525260411203,0.318659986369312,0.595920255873352,0.853299237322062,-0.880467963870615,0.22843089979142,0.100855358410627,-0.210338027682155,-11.2629348136882
0.163301871158183,-0.899098237510771,-0.122364099137485,0.679306092206389,0.353958618827164,0.623894702177495,-0.0593974897637963,0.368718669749796,0.837057179305702,-0.766524610109627,3.17776373511443
-0.508197362534702,-0.444660380017012,0.847539554350078,0.550026271492243,0.297068768646568,0.243560757022351,-0.0796902724541724,-0.718875850085169,-0.28582163574174,-0.157572635449469,5.7126967550738
-0.144934728741646,0.476431044749916,0.084652706515044,0.620631270576268,-0.924269715789706,0.467145557049662,-0.607181928120553,0.947517863009125,-0.962080618366599,0.413674726616591,1.02106972092763
-0.278599109500647,0.261749629396945,0.873872101306915,0.48427807725966,-0.383513477165252,-0.287711690180004,0.936214649584144,0.669542867690325,-0.140855833422393,0.822923311032355,-2.21035286072554
