Date;Week day;ON;1W;1M;2M;3M;6M;12M
2017-12-04;Mon;1.1825;1.21313;1.39181;1.453;1.50849;1.69313;1.98169
2017-12-01;Fri;1.1825;1.21014;1.37938;1.4415;1.49463;1.67425;1.96044
2017-11-30;Thu;1.18;1.20688;1.37188;1.43538;1.48738;1.668;1.95169
2017-11-29;Wed;1.18625;1.205;1.36069;1.427;1.48063;1.6605;1.94481
2017-11-28;Tue;1.185;1.20219;1.34978;1.42275;1.47882;1.65738;1.93798
2017-11-27;Mon;1.18375;1.20106;1.34676;1.41713;1.47725;1.65832;1.94294
2017-11-24;Fri;1.18375;1.20341;1.33756;1.41213;1.46763;1.65394;1.93606
2017-11-23;Thu;;1.2008;1.32862;1.40767;1.46206;1.65211;1.93011
2017-11-22;Wed;1.18278;1.19969;1.3275;1.40578;1.46233;1.65211;1.934
2017-11-21;Tue;1.18278;1.20212;1.31287;1.39726;1.454;1.64489;1.92733
2017-11-20;Mon;1.18278;1.20367;1.29418;1.38833;1.44594;1.63489;1.90844
2017-11-17;Fri;1.18278;1.20267;1.28719;1.38278;1.44067;1.63211;1.90622
2017-11-16;Thu;1.18278;1.20372;1.28267;1.37944;1.43567;1.63171;1.90067
2017-11-15;Wed;1.18278;1.20356;1.266;1.36406;1.4219;1.6181;1.88622
2017-11-14;Tue;1.18278;1.20406;1.2635;1.361;1.41899;1.62208;1.89261
2017-11-13;Mon;1.18278;1.2035;1.25028;1.356;1.41586;1.61618;1.88428
2017-11-10;Fri;1.18333;1.20422;1.24606;1.35433;1.41289;1.61461;1.8815
2017-11-09;Thu;1.18333;1.20272;1.24494;1.35211;1.41289;1.61239;1.88178
2017-11-08;Wed;1.18333;1.205;1.24606;1.34167;1.40981;1.60162;1.87317
2017-11-07;Tue;1.18389;1.2055;1.24389;1.33944;1.40258;1.59809;1.86844
2017-11-06;Mon;1.18389;1.205;1.24424;1.33472;1.39703;1.59406;1.86428
2017-11-03;Fri;1.18444;1.20444;1.24322;1.33389;1.39194;1.59017;1.86289
2017-11-02;Thu;1.18389;1.20467;1.24212;1.33267;1.39139;1.58907;1.86317
2017-11-01;Wed;1.18222;1.20656;1.24333;1.32169;1.38483;1.57979;1.85594
2017-10-31;Tue;1.18222;1.20767;1.24333;1.31841;1.38122;1.57511;1.84844
2017-10-30;Mon;1.185;1.20467;1.24214;1.3161;1.37678;1.57306;1.84233
2017-10-27;Fri;1.18444;1.20326;1.24233;1.31376;1.38009;1.57267;1.84789
2017-10-26;Thu;1.18444;1.20517;1.24166;1.31212;1.37796;1.56447;1.84289
2017-10-25;Wed;1.18444;1.20247;1.23999;1.30723;1.37446;1.56219;1.84456
2017-10-24;Tue;1.18444;1.20239;1.23955;1.30431;1.37064;1.56444;1.83456
2017-10-23;Mon;1.18444;1.20172;1.23788;1.29965;1.36742;1.56078;1.83511
2017-10-20;Fri;1.18444;1.20444;1.23788;1.29504;1.36476;1.55489;1.83122
2017-10-19;Thu;1.185;1.20557;1.23888;1.29197;1.3625;1.55069;1.82789
2017-10-18;Wed;1.18444;1.20494;1.23888;1.283;1.36261;1.55055;1.83456
2017-10-17;Tue;1.18444;1.20667;1.23777;1.28044;1.35733;1.54522;1.82122
2017-10-16;Mon;1.18444;1.20594;1.23666;1.27689;1.35389;1.53316;1.80956
2017-10-13;Fri;1.18444;1.20444;1.23667;1.27744;1.35333;1.53433;1.81289
2017-10-12;Thu;1.18444;1.205;1.23889;1.27744;1.35917;1.53156;1.80844
2017-10-11;Wed;1.18333;1.20389;1.23889;1.273;1.35861;1.52933;1.80956
2017-10-10;Tue;1.18167;1.205;1.23778;1.27189;1.35667;1.52433;1.80678
2017-10-09;Mon;;1.20333;1.23722;1.27189;1.35639;1.52489;1.809
2017-10-06;Fri;1.18222;1.20222;1.235;1.27133;1.35028;1.51878;1.80456
2017-10-05;Thu;1.18222;1.20222;1.23778;1.27217;1.34861;1.5135;1.80011
2017-10-04;Wed;1.18222;1.20167;1.23778;1.27222;1.34667;1.51406;1.79789
2017-10-03;Tue;1.18056;1.20333;1.23778;1.27111;1.3425;1.51572;1.79872
2017-10-02;Mon;1.18;1.20333;1.23333;1.26944;1.33556;1.50933;1.79067
2017-09-29;Fri;1.18167;1.205;1.23222;1.26944;1.33389;1.506;1.78233
2017-09-28;Thu;1.18111;1.20167;1.235;1.26944;1.335;1.50944;1.78678
2017-09-27;Wed;1.18;1.19722;1.235;1.27222;1.33278;1.50389;1.78539
2017-09-26;Tue;1.17833;1.19556;1.23444;1.27167;1.33083;1.49711;1.77567
2017-09-25;Mon;1.17833;1.19444;1.23667;1.26944;1.32972;1.49711;1.77483
2017-09-22;Fri;1.17889;1.19444;1.23833;1.27222;1.32944;1.49683;1.77539
2017-09-21;Thu;1.17889;1.19444;1.23722;1.27333;1.32833;1.491;1.76761
2017-09-20;Wed;1.17889;1.19556;1.23556;1.27278;1.32306;1.48;1.74733
2017-09-19;Tue;1.17889;1.19667;1.23722;1.27167;1.32611;1.47861;1.74428
2017-09-18;Mon;1.17889;1.19556;1.23611;1.26944;1.325;1.47444;1.73983
2017-09-15;Fri;1.17889;1.19611;1.23722;1.27278;1.32389;1.47111;1.73206
2017-09-14;Thu;1.17889;1.19667;1.23444;1.27167;1.32111;1.45861;1.71956
2017-09-13;Wed;1.17722;1.19556;1.23444;1.27167;1.32;1.45583;1.71233
2017-09-12;Tue;1.17778;1.19667;1.23667;1.27222;1.31917;1.45444;1.70956
2017-09-11;Mon;1.17778;1.19667;1.23611;1.272;1.31667;1.44933;1.699
2017-09-08;Fri;1.17722;1.195;1.23611;1.27178;1.31033;1.44767;1.69511
2017-09-07;Thu;1.17611;1.195;1.235;1.27389;1.31722;1.45167;1.709
2017-09-06;Wed;1.17611;1.195;1.23222;1.275;1.31722;1.45222;1.70789
2017-09-05;Tue;1.17778;1.19667;1.23111;1.275;1.31722;1.455;1.71456
2017-09-04;Mon;;1.19722;1.23167;1.27389;1.31611;1.45389;1.71289
2017-09-01;Fri;1.17722;1.20056;1.23056;1.27389;1.31611;1.45333;1.71178
2017-08-31;Thu;1.17556;1.20167;1.23167;1.27556;1.31778;1.45389;1.71344
2017-08-30;Wed;1.17778;1.20167;1.23722;1.27556;1.31611;1.45333;1.71178
2017-08-29;Tue;1.17833;1.20167;1.23889;1.27556;1.31694;1.45167;1.714
2017-08-25;Fri;1.17778;1.19667;1.23556;1.27111;1.31778;1.455;1.72789
2017-08-24;Thu;1.17778;1.19667;1.23389;1.27;1.31722;1.45389;1.72344
2017-08-23;Wed;1.17778;1.19444;1.23444;1.26833;1.31722;1.45556;1.72789
2017-08-22;Tue;1.17778;1.19722;1.23611;1.26389;1.31722;1.45611;1.72733
2017-08-21;Mon;1.17778;1.19778;1.23556;1.26389;1.31444;1.45639;1.72733
2017-08-18;Fri;1.17722;1.19944;1.235;1.26389;1.31472;1.45639;1.72622
2017-08-17;Thu;1.17778;1.19778;1.23056;1.26389;1.31639;1.45722;1.73289
2017-08-16;Wed;1.17889;1.19722;1.22833;1.26278;1.31667;1.45944;1.73622
2017-08-15;Tue;1.17778;1.19722;1.22833;1.26222;1.31417;1.45333;1.72789
2017-08-14;Mon;1.17778;1.19722;1.22778;1.26222;1.31417;1.45;1.71789
2017-08-11;Fri;1.17778;1.19889;1.22667;1.26111;1.315;1.45583;1.72456
2017-08-10;Thu;1.17778;1.19667;1.22889;1.26222;1.30911;1.45278;1.72844
2017-08-09;Wed;1.17778;1.19667;1.22889;1.26;1.30917;1.45222;1.72789
2017-08-08;Tue;1.17778;1.19611;1.23056;1.25944;1.30944;1.45222;1.73011
2017-08-07;Mon;1.17722;1.19722;1.22889;1.25944;1.31139;1.45222;1.73233
2017-08-04;Fri;1.17778;1.19944;1.22889;1.25944;1.31194;1.44944;1.72289
2017-08-03;Thu;1.17722;1.19611;1.23056;1.25778;1.31167;1.45111;1.72567
2017-08-02;Wed;1.17722;1.19778;1.23056;1.25778;1.31278;1.45167;1.72567
2017-08-01;Tue;1.17556;1.19611;1.23167;1.25611;1.31056;1.45167;1.72567
2017-07-31;Mon;1.17611;1.19667;1.23167;1.25556;1.31056;1.455;1.72733
2017-07-28;Fri;1.17833;1.19667;1.23167;1.25833;1.31056;1.455;1.729
2017-07-27;Thu;1.17722;1.19444;1.23389;1.25722;1.31111;1.45444;1.72956
2017-07-26;Wed;1.17778;1.19389;1.23333;1.25778;1.31389;1.45722;1.73622
2017-07-25;Tue;1.18;1.19389;1.23278;1.25667;1.31667;1.45389;1.739
2017-07-24;Mon;1.17889;1.19444;1.23278;1.26;1.31389;1.45278;1.73567
2017-07-21;Fri;1.17889;1.19222;1.23222;1.26056;1.31444;1.45306;1.73567
2017-07-20;Thu;1.17889;1.19056;1.22722;1.25833;1.3125;1.456;1.73789
2017-07-19;Wed;1.17889;1.19;1.22889;1.25722;1.30722;1.45322;1.73344
2017-07-18;Tue;1.17722;1.18944;1.22778;1.25667;1.30694;1.456;1.73344
2017-07-17;Mon;1.17778;1.19111;1.22833;1.25667;1.30611;1.45322;1.73289
2017-07-14;Fri;1.17722;1.18889;1.22611;1.25667;1.30361;1.456;1.73983
2017-07-13;Thu;1.17833;1.18889;1.22556;1.25722;1.30361;1.456;1.73789
2017-07-12;Wed;1.17833;1.18889;1.22444;1.25778;1.30389;1.46044;1.74594
2017-07-11;Tue;1.17722;1.18889;1.22389;1.255;1.3035;1.46267;1.75233
2017-07-10;Mon;1.17444;1.18889;1.22389;1.255;1.30411;1.46211;1.75094
2017-07-07;Fri;1.17389;1.19;1.22633;1.255;1.30522;1.46544;1.75761
2017-07-06;Thu;1.17389;1.19111;1.22444;1.255;1.30411;1.46544;1.75733
2017-07-05;Wed;1.17389;1.19111;1.22333;1.25556;1.303;1.45711;1.75122
2017-07-04;Tue;1.17167;1.19056;1.22333;1.25389;1.30211;1.45767;1.75122
2017-07-03;Mon;1.17167;1.18833;1.22689;1.25389;1.30072;1.456;1.74844
2017-06-30;Fri;1.16167;1.19;1.22389;1.25333;1.29917;1.44767;1.73844
2017-06-29;Thu;1.17333;1.19056;1.22722;1.25444;1.29861;1.44822;1.73956
2017-06-28;Wed;1.17667;1.18889;1.22611;1.25444;1.29639;1.44656;1.73678
2017-06-27;Tue;1.17611;1.18889;1.22378;1.25222;1.29506;1.44683;1.73289
2017-06-26;Mon;1.17611;1.18778;1.22211;1.25222;1.29483;1.44639;1.73456
2017-06-23;Fri;1.17667;1.18611;1.22;1.25111;1.29328;1.445;1.73344
2017-06-22;Tnu;1.17722;1.195;1.21611;1.25111;1.29556;1.44861;1.73817
2017-06-21;Wed;1.17722;1.19222;1.21556;1.25056;1.28944;1.445;1.73539
2017-06-20;Tue;1.17611;1.19389;1.21556;1.24944;1.28722;1.43961;1.73594
2017-06-19;Mon;1.17667;1.19278;1.21389;1.24611;1.28022;1.43322;1.72844
2017-06-16;Fri;1.17722;1.19;1.21222;1.24389;1.27356;1.43267;1.73233
2017-06-15;Thu;1.175;1.18833;1.20944;1.23833;1.26744;1.42711;1.72956
2017-06-14;Wed;0.93111;1.16189;1.17167;1.20111;1.25033;1.426;1.73622
2017-06-13;Tue;0.93111;1.15111;1.15889;1.19167;1.24556;1.42322;1.73567
2017-06-12;Mon;0.93111;1.11211;1.13933;1.18167;1.24167;1.42183;1.73567
2017-06-09;Fri;0.93111;1.076;1.12711;1.17278;1.23644;1.41683;1.72844
2017-06-08;Thu;0.93056;1.03544;1.11711;1.16278;1.22811;1.41544;1.72844
2017-06-07;Wed;0.93111;0.975;1.096;1.15167;1.221;1.41406;1.724
2017-06-06;Tue;0.93056;0.95322;1.08867;1.145;1.219;1.41711;1.72289
2017-06-05;Mon;0.93111;0.951;1.08422;1.14167;1.21956;1.41822;1.72567
2017-06-02;Fri;0.93111;0.95156;1.08617;1.14306;1.2225;1.42822;1.73067
2017-06-01;Thu;0.93111;0.95156;1.07589;1.13472;1.21806;1.42239;1.7265
2017-05-31;Wed;0.92889;0.95156;1.06033;1.12583;1.21;1.41878;1.72372
2017-05-30;Tue;0.93111;0.95061;1.0505;1.11444;1.20178;1.41489;1.7215
2017-05-26;Fri;0.93;0.94922;1.04467;1.12083;1.20178;1.41378;1.72122
2017-05-25;Thu;0.93;0.94967;1.04383;1.12028;1.20039;1.41794;1.72289
2017-05-24;Wed;0.93056;0.94967;1.03272;1.11056;1.19761;1.41739;1.72567
2017-05-23;Tue;0.93056;0.94944;1.02356;1.10139;1.18867;1.4135;1.71956
2017-05-22;Mon;0.92889;0.94833;1.02939;1.09889;1.192;1.41933;1.7265
2017-05-19;Fri;0.92889;0.9475;1.01711;1.09611;1.18644;1.41517;1.72289
2017-05-18;Thu;0.92778;0.94722;1.00994;1.07639;1.17172;1.39906;1.70456
2017-05-17;Wed;0.92833;0.94667;1.00356;1.07833;1.17839;1.41406;1.73289
2017-05-16;Tue;0.92833;0.94667;0.99911;1.07833;1.18117;1.42044;1.74539
2017-05-15;Mon;0.92889;0.94778;1.00078;1.07556;1.17944;1.42267;1.74511
2017-05-12;Fri;0.92833;0.94667;0.99244;1.07778;1.17956;1.43656;1.76567
2017-05-11;Thu;0.92833;0.94556;0.98911;1.07833;1.18178;1.43933;1.78567
2017-05-10;Wed;0.92833;0.94722;0.98856;1.07028;1.18094;1.44211;1.78761
2017-05-09;Tue;0.92722;0.94667;0.98856;1.07;1.182;1.44517;1.79067
2017-05-08;Mon;0.92778;0.94667;0.99411;1.06833;1.18456;1.43683;1.78817
2017-05-05;Fri;0.92778;0.94722;0.99444;1.06;1.18039;1.43267;1.779
2017-05-04;Thu;0.92778;0.9475;0.99278;1.06028;1.17928;1.436;1.78067
2017-05-03;Wed;0.92722;0.94833;0.99167;1.04611;1.17122;1.42739;1.77011
2017-05-02;Tue;0.92667;0.94778;0.99278;1.04361;1.17372;1.43239;1.78011
2017-04-28;Fri;0.92944;0.95;0.995;1.03722;1.17233;1.42628;1.774
2017-04-27;Thu;0.93056;0.94667;0.995;1.03722;1.16956;1.43044;1.7765
2017-04-26;Wed;0.93028;0.94611;0.99278;1.04;1.17178;1.43111;1.78289
2017-04-25;Tue;0.92833;0.945;0.99222;1.04056;1.17039;1.42361;1.77483
2017-04-24;Mon;0.92667;0.945;0.99111;1.04611;1.1665;1.42072;1.76817
2017-04-21;Fri;0.92944;0.945;0.99056;1.04;1.15622;1.40211;1.74456
2017-04-20;Thu;0.92944;0.94389;0.98833;1.04056;1.15317;1.39406;1.73928
2017-04-19;Wed;0.93;0.94611;0.99111;1.03611;1.15567;1.39072;1.73567
2017-04-18;Tue;0.93;0.94722;0.99278;1.03667;1.15622;1.39767;1.76122
2017-04-13;Thu;0.92611;0.94556;0.99444;1.035;1.15844;1.40322;1.77178
2017-04-12;Wed;0.92778;0.94722;0.99389;1.03333;1.15844;1.41044;1.78344
2017-04-11;Tue;0.92722;0.94722;0.99;1.02722;1.15511;1.41544;1.789
2017-04-07;Fri;0.93056;0.94722;0.99;1.02611;1.15761;1.42961;1.799
2017-04-06;Thu;0.93;0.94722;0.98944;1.02667;1.15539;1.426;1.79817
2017-04-05;Wed;0.93111;0.94778;0.98556;1.02722;1.15039;1.42294;1.79594
2017-04-04;Tue;0.93;0.94889;0.98611;1.02833;1.14983;1.42572;1.79178
2017-04-03;Mon;0.92722;0.95222;0.98333;1.02556;1.14983;1.42628;1.80261
2017-03-31;Fri;0.92167;0.95111;0.98278;1.025;1.14956;1.42322;1.80178
2017-03-30;Thu;0.92667;0.95667;0.98278;1.02556;1.14761;1.41878;1.79344
2017-03-29;Wed;0.92556;0.94778;0.98222;1.02444;1.14678;1.41989;1.794
2017-03-28;Tue;0.925;0.94389;0.98222;1.02056;1.15222;1.42489;1.79817
2017-03-27;Mon;0.92444;0.94389;0.98222;1.02278;1.15189;1.42433;1.79706
2017-03-24;Fri;0.92667;0.94389;0.98278;1.02278;1.15128;1.42711;1.80289
2017-03-23;Thu;0.92611;0.94389;0.98167;1.02;1.15289;1.42794;1.80372
2017-03-22;Wed;0.92667;0.945;0.98389;1.02389;1.15678;1.43128;1.80678
2017-03-21;Tue;0.92533;0.94611;0.97722;1.02;1.15622;1.43378;1.81539
2017-03-20;Mon;0.92644;0.94667;0.97722;1.02;1.15622;1.43489;1.81594
2017-03-17;Fri;0.92422;0.94611;0.97611;1.02167;1.15178;1.43156;1.81317
2017-03-16;Thu;0.92578;0.94567;0.97833;1.01556;1.15178;1.431;1.81428
2017-03-15;Wed;0.68667;0.92278;0.94278;0.98722;1.14817;1.43822;1.82761
2017-03-14;Tue;0.68689;0.90889;0.92833;0.97722;1.13733;1.43239;1.82344
2017-03-13;Mon;0.68278;0.87889;0.91222;0.96944;1.13122;1.43211;1.82122
2017-03-10;Fri;0.68189;0.84611;0.89056;0.95833;1.12122;1.426;1.81844
2017-03-09;Thu;0.68211;0.81567;0.88139;0.94833;1.11956;1.43017;1.81428
2017-03-08;Wed;0.68211;0.735;0.85778;0.93222;1.109;1.421;1.80122
2017-03-07;Tue;0.68278;0.71389;0.85444;0.92889;1.10622;1.42044;1.79983
2017-03-06;Mon;0.68278;0.71;0.84667;0.92556;1.10622;1.421;1.80011
2017-03-03;Fri;0.68278;0.71;0.83444;0.91333;1.10167;1.42267;1.80817
2017-03-02;Thu;0.68278;0.71167;0.83;0.905;1.1;1.416;1.79817
2017-03-01;Wed;0.68167;0.71111;0.81056;0.89333;1.09278;1.40628;1.78983
2017-02-28;Tue;0.68056;0.71111;0.78889;0.86278;1.064;1.37489;1.75622
2017-02-27;Mon;0.68333;0.71167;0.78444;0.85167;1.05456;1.36128;1.73983
2017-02-24;Fri;0.68278;0.71111;0.78056;0.85167;1.054;1.36072;1.73956
2017-02-23;Thu;0.68333;0.71222;0.77833;0.85222;1.05233;1.36239;1.74428
2017-02-22;Wed;0.68333;0.71389;0.77944;0.85444;1.054;1.36294;1.74567
2017-02-21;Tue;0.68611;0.71444;0.77944;0.85333;1.05344;1.36239;1.74539
2017-02-20;Mon;0.68611;0.71444;0.77722;0.85111;1.05011;1.35711;1.73539
2017-02-17;Fri;0.68611;0.71444;0.77944;0.85333;1.05233;1.35739;1.73539
2017-02-16;Thu;0.68611;0.71889;0.78056;0.85833;1.0565;1.36378;1.74511
2017-02-15;Wed;0.68556;0.71778;0.77222;0.85111;1.04178;1.34406;1.724
2017-02-14;Tue;0.68722;0.715;0.77;0.84778;1.03733;1.33656;1.70789
2017-02-13;Mon;0.68722;0.71528;0.77;0.84778;1.039;1.33794;1.71039
2017-02-10;Fri;0.68778;0.71417;0.77111;0.84556;1.03622;1.33822;1.70261
2017-02-09;Thu;0.68667;0.71611;0.77056;0.84;1.03372;1.33489;1.694
2017-02-08;Wed;0.68667;0.71972;0.77167;0.83833;1.03372;1.33794;1.70011
2017-02-07;Tue;0.68778;0.72111;0.77278;0.83778;1.03817;1.3435;1.70511
2017-02-06;Mon;0.68833;0.72222;0.77528;0.83944;1.03844;1.34406;1.70733
2017-02-03;Fri;0.69278;0.72167;0.77556;0.84111;1.034;1.34989;1.71344
2017-02-02;Thu;0.68833;0.72056;0.77667;0.84111;1.03372;1.34878;1.71233
2017-02-01;Wed;0.69111;0.7215;0.78;0.84167;1.03456;1.35044;1.71511
2017-01-31;Tue;0.69;0.7215;0.77944;0.83944;1.03456;1.34739;1.71344
2017-01-30;Mon;0.69167;0.72206;0.78;0.84111;1.034;1.35656;1.72483
2017-01-27;Fri;0.69;0.72011;0.77833;0.84222;1.039;1.35878;1.724
2017-01-26;Thu;0.68722;0.72178;0.77611;0.84222;1.039;1.36183;1.72817
2017-01-25;Wed;0.68833;0.72344;0.77611;0.84556;1.03733;1.35683;1.71872
2017-01-24;Tue;0.68833;0.72289;0.77333;0.845;1.03178;1.34572;1.70733
2017-01-23;Mon;0.68889;0.72206;0.77111;0.84694;1.03789;1.35239;1.72122
2017-01-20;Fri;0.68833;0.72344;0.77528;0.85056;1.04344;1.35822;1.73289
2017-01-19;Thu;0.69;0.724;0.77639;0.85111;1.04122;1.35156;1.72817
2017-01-18;Wed;0.68944;0.72428;0.77667;0.84806;1.03011;1.3385;1.71039
2017-01-17;Tue;0.69;0.72033;0.76944;0.83778;1.02483;1.33239;1.70233
2017-01-16;Mon;0.69278;0.71944;0.76778;0.83667;1.02372;1.33294;1.70178
2017-01-13;Fri;0.69278;0.72078;0.76833;0.835;1.02317;1.33156;1.69844
2017-01-12;Thu;0.69278;0.71733;0.76722;0.83444;1.02178;1.33267;1.69789
2017-01-11;Wed;0.69278;0.71733;0.76722;0.83333;1.02178;1.33461;1.70289
2017-01-10;Tue;0.69333;0.71956;0.765;0.83167;1.01789;1.33378;1.70178
2017-01-09;Mon;0.693;0.71844;0.76333;0.83167;1.01483;1.33156;1.70067
2017-01-06;Fri;0.691;0.71811;0.76333;0.82778;1.01011;1.32433;1.68456
2017-01-05;Thu;0.69222;0.71867;0.76556;0.82444;1.00928;1.321;1.689
2017-01-04;Wed;0.69044;0.71833;0.76556;0.82278;1.00511;1.32156;1.689
2017-01-03;Tue;0.69544;0.72333;0.77333;0.82;0.99872;1.31767;1.689
2016-12-30;Fri;0.69211;0.72333;0.77167;0.81944;0.99789;1.31767;1.68567
2016-12-29;Thu;0.68822;0.72333;0.77111;0.81944;0.99789;1.31767;1.68733
2016-12-28;Wed;0.68656;0.71533;0.77;0.81611;0.99817;1.31767;1.69011
2016-12-23;Fri;0.69378;0.71144;0.76111;0.81444;0.99706;1.31656;1.68956
2016-12-22;Thu;0.68656;0.71144;0.75611;0.81333;0.99706;1.316;1.68789
2016-12-21;Wed;0.686;0.70778;0.755;0.81139;0.99761;1.316;1.68956
2016-12-20;Tue;0.68378;0.705;0.749;0.81056;0.99622;1.32044;1.69067
2016-12-19;Mon;0.68111;0.70306;0.744;0.81;0.99428;1.31767;1.69178
2016-12-16;Fri;0.68389;0.70444;0.739;0.80944;0.99733;1.31989;1.69344
2016-12-15;Thu;0.67889;0.70389;0.73622;0.80611;0.99317;1.32267;1.69956
2016-12-14;Wed;0.43867;0.68406;0.70728;0.78778;0.97039;1.29822;1.65456
2016-12-13;Tue;0.437;0.67317;0.70389;0.7825;0.96344;1.29822;1.654
2016-12-12;Mon;0.437;0.64544;0.69472;0.775;0.95872;1.29878;1.65456
2016-12-09;Fri;0.43422;0.60822;0.68;0.77139;0.9565;1.296;1.64844
2016-12-08;Thu;0.43311;0.56628;0.66389;0.76583;0.95306;1.29322;1.64456
2016-12-07;Wed;0.43367;0.49378;0.65417;0.75639;0.95083;1.29322;1.64511
2016-12-06;Tue;0.43422;0.47044;0.64889;0.75361;0.95083;1.29322;1.64567
2016-12-05;Mon;0.43478;0.46156;0.65194;0.75139;0.94806;1.291;1.644
2016-12-02;Fri;0.43478;0.461;0.64667;0.74861;0.94639;1.29156;1.64456
2016-12-01;Thu;0.43422;0.45822;0.6345;0.74389;0.94167;1.291;1.64344
2016-11-30;Wed;0.43056;0.45822;0.62367;0.7425;0.93417;1.28878;1.639
2016-11-29;Tue;0.43422;0.46044;0.61672;0.73444;0.93067;1.29267;1.64067
2016-11-28;Mon;0.43422;0.45878;0.60561;0.73194;0.93511;1.28989;1.64122
2016-11-25;Fri;0.43478;0.45822;0.60589;0.73194;0.93733;1.28989;1.64511
2016-11-24;Thu;0.43422;0.45822;0.60256;0.73389;0.93706;1.28878;1.64344
2016-11-23;Wed;0.43422;0.45589;0.592;0.72583;0.93011;1.27989;1.62956
2016-11-22;Tue;0.43367;0.45811;0.58422;0.72028;0.92483;1.27822;1.62789
2016-11-21;Mon;0.43367;0.45978;0.56778;0.71056;0.91983;1.27433;1.62289
2016-11-18;Fri;0.43367;0.45978;0.566;0.70667;0.91622;1.27933;1.62067
2016-11-17;Thu;0.43456;0.45922;0.56178;0.70333;0.91122;1.27489;1.60456
2016-11-16;Wed;0.43289;0.457;0.55456;0.69889;0.90872;1.27544;1.61178
2016-11-15;Tue;0.43289;0.45894;0.55011;0.69389;0.90622;1.27211;1.60456
2016-11-14;Mon;0.43344;0.45922;0.54206;0.70167;0.91122;1.27489;1.61011
2016-11-11;Fri;0.43233;0.45922;0.53817;0.69489;0.90567;1.26211;1.58789
2016-11-10;Thu;0.43233;0.45978;0.53817;0.69194;0.90206;1.25822;1.58344
2016-11-09;Wed;0.43233;0.45728;0.53644;0.67617;0.8865;1.24267;1.55622
2016-11-08;Tue;0.434;0.45978;0.537;0.67617;0.88233;1.25378;1.56789
2016-11-07;Mon;0.43456;0.45894;0.53533;0.67061;0.88678;1.25156;1.56844
2016-11-04;Fri;0.43511;0.45839;0.53533;0.66811;0.88261;1.24544;1.559
2016-11-03;Thu;0.43678;0.4595;0.53256;0.66644;0.88094;1.24711;1.56011
2016-11-02;Wed;0.43733;0.46033;0.532;0.66556;0.87567;1.24822;1.56511
2016-11-01;Tue;0.43456;0.45867;0.53044;0.66833;0.88094;1.25656;1.57567
2016-10-31;Mon;0.43344;0.45978;0.53378;0.67111;0.88428;1.256;1.57511
2016-10-28;Fri;0.43544;0.45978;0.53267;0.67222;0.88594;1.25822;1.58233
2016-10-27;Thu;0.43489;0.457;0.53433;0.67278;0.88733;1.25878;1.58233
2016-10-26;Wed;0.43433;0.45589;0.53478;0.67;0.89039;1.261;1.57956
2016-10-25;Tue;0.43433;0.45478;0.53589;0.66944;0.88567;1.26044;1.57844
2016-10-24;Mon;0.43211;0.45589;0.534;0.66889;0.88372;1.25572;1.57067
2016-10-21;Fri;0.43322;0.45644;0.534;0.66722;0.88178;1.25711;1.57178
2016-10-20;Thu;0.43322;0.45756;0.524;0.66722;0.88178;1.25628;1.56622
2016-10-19;Wed;0.43378;0.45756;0.52456;0.66111;0.88067;1.25572;1.564
2016-10-18;Tue;0.43322;0.45811;0.52567;0.66111;0.88122;1.26072;1.57122
2016-10-17;Mon;0.43322;0.46033;0.52789;0.66111;0.87761;1.26433;1.58067
2016-10-14;Fri;0.43044;0.45922;0.53567;0.65789;0.88167;1.26228;1.58567
2016-10-13;Thu;0.431;0.45867;0.53456;0.65789;0.88;1.26228;1.58733
2016-10-12;Wed;0.42878;0.45867;0.53456;0.654;0.88111;1.26367;1.59567
2016-10-11;Tue;0.42767;0.45644;0.53067;0.65389;0.8775;1.2635;1.59122
2016-10-10;Mon;0.42656;0.45533;0.52956;0.65278;0.87389;1.26033;1.58622
2016-10-07;Fri;0.42656;0.45533;0.529;0.65589;0.87606;1.26222;1.58711
2016-10-06;Thu;0.42878;0.45644;0.52956;0.65589;0.87156;1.26244;1.58122
2016-10-05;Wed;0.42822;0.45589;0.52567;0.65122;0.86794;1.25578;1.57267
2016-10-04;Tue;0.42433;0.45756;0.52722;0.65011;0.86433;1.25139;1.56567
2016-10-03;Mon;0.42267;0.46256;0.52833;0.649;0.85789;1.24778;1.559
2016-09-30;Fri;0.42378;0.45672;0.53111;0.649;0.85367;1.23972;1.55178
2016-09-29;Thu;0.41989;0.44867;0.52722;0.649;0.84561;1.23778;1.55633
2016-09-28;Wed;0.42063;0.44788;0.52438;0.64438;0.83769;1.23363;1.55138
2016-09-27;Tue;0.42544;0.45256;0.52667;0.65122;0.85378;1.24194;1.55122
2016-09-26;Mon;0.42433;0.45228;0.52444;0.65011;0.85294;1.24444;1.55522
2016-09-23;Fri;0.42322;0.45339;0.52222;0.65706;0.85294;1.24472;1.55744
2016-09-22;Thu;0.42322;0.45589;0.52528;0.66056;0.85672;1.24833;1.56133
2016-09-21;Wed;0.42211;0.45783;0.54633;0.67722;0.86333;1.25878;1.57078
2016-09-20;Tue;0.42211;0.45756;0.54306;0.67478;0.86589;1.25939;1.56467
2016-09-19;Mon;0.42156;0.45478;0.53617;0.67067;0.86067;1.25656;1.55578
2016-09-16;Fri;0.42044;0.45228;0.53178;0.66878;0.85711;1.24733;1.54489
